combo,start,end,days,detected,first_warning,lead_days
lab_known_ABCD_rf,2023-05-14,2023-07-17,65,True,2023-05-14,0.0
lab_known_ABCD_rf,2023-08-05,2023-08-09,5,False,,
lab_known_ABCD_rf,2024-04-15,2024-07-18,95,True,2024-04-15,0.0
lab_known_ABCD_rf,2024-07-20,2024-07-21,2,False,,
lab_known_ABCD_rf,2024-08-22,2024-09-02,12,False,,
lab_known_ABCD_rf,2025-05-16,2025-05-17,2,True,2025-05-16,0.0
lab_known_ABCD_rf,2025-06-11,2025-06-11,1,True,2025-06-11,0.0
