target,scenario,set,model,fold,n,mae,mae_lo,mae_hi,rmse,mae_persistence,skill_vs_persistence,skill_lo,skill_hi,dm_stat,dm_p
toc,lab_blind,jake_ref,rf,wet_to_dry,336,0.2357821964695572,0.19864338525139263,0.2764740209891186,0.28514203653521475,0.055654761904761874,-3.236514332287233,-4.605626398882463,-2.235775116766019,10.241778808785302,1.3507418207186772e-21
toc,lab_blind,jake_ref,rf,dry_to_wet,297,0.7771082402118011,0.4792655459494944,1.2065881714965763,1.2338309508036782,0.09191919191919191,-7.454254481425091,-10.16673443024051,-5.4401754764129935,4.502518765910463,9.669161636759295e-06
toc,lab_known,ABCD,rf,wet_to_dry,336,0.0638600809575858,0.04983172666204609,0.08119469471652195,0.12193238961160759,0.055654761904761874,-0.14743247068175624,-0.21391948677635578,-0.09152263787282182,6.016849744517012,4.66133445382891e-09
toc,lab_known,ABCD,rf,dry_to_wet,297,0.09648271130236719,0.062333897855799764,0.1478025225982925,0.24590970534549694,0.09191919191919191,-0.04964707900377485,-0.11359766558223153,-0.010676525579437164,2.5620365709252084,0.01090108614020898
alk,lab_blind,BCD,ridge,wet_to_dry,336,4.2444837495347985,3.4532083544756897,5.371393547305505,5.650279341279028,1.6130952380952381,-1.631266678678399,-2.436266514091978,-1.0934154440513149,5.633923624931772,3.737327140358129e-08
alk,lab_blind,BCD,ridge,dry_to_wet,297,7.127500303054445,5.157963780942908,9.757352487562478,9.967016500907446,1.5205387205387202,-3.687483591689926,-5.490425443771233,-2.2849955937541497,5.262743506168493,2.729945237871365e-07
alk,lab_known,ABC,rf,wet_to_dry,336,1.5580949249865155,1.347730461946217,1.8015567102290415,2.1124789072047068,1.6130952380952381,0.03409613506371001,0.012163081557430325,0.060572500575169566,-2.6606835549194563,0.008173565209316374
alk,lab_known,ABC,rf,dry_to_wet,297,1.5478793727922684,1.3807059808128244,1.77011514844255,2.146276838990417,1.5205387205387202,-0.0179808984041272,-0.07873088160641058,0.03176358881166654,0.6159333833650054,0.5384118229934709
